object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Radii of the object_0,Radii of the object_1,Total Intensity_0,Total Intensity_1,Total Intensity_2,Total Intensity_3,Center of the object_0,Center of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Maximum intensity_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,PrincipalAxes_9,PrincipalAxes_10,PrincipalAxes_11,PrincipalAxes_12,PrincipalAxes_13,PrincipalAxes_14,PrincipalAxes_15,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Mean Intensity_3,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Minimum intensity_3,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Variance of Intensity_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Total Intensity in neighborhood_3,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Maximum intensity in neighborhood_3,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Mean Intensity in neighborhood_3,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Minimum intensity in neighborhood_3,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Variance of Intensity in neighborhood_3
0,0,1,0,Label 2,0.29,0.71,317.0,7.15483,3.71975,38819.0,38819.0,38819.0,80835.0,346.252,7.62776,361.0,17.0,334.0,0.0,131.0,131.0,131.0,255.0,0.57735,0.0,-0.788675,-0.211325,0.57735,0.0,0.211325,0.788675,0.57735,0.0,0.57735,-0.57735,0.0,1.0,0.0,0.0,0.846123,-0.532988,-0.532988,-0.846123,122.457,122.457,122.457,255.0,113.0,113.0,113.0,255.0,16.122,16.122,16.122,0.0,312956.0,312956.0,312956.0,754035.0,188.0,188.0,188.0,255.0,105.836,105.836,105.836,255.0,60.0,60.0,60.0,255.0,116.201,116.201,116.201,0.0
1,0,2,0,Label 2,0.45,0.55,840.0,17.1063,9.19365,112663.0,112663.0,112663.0,214200.0,501.315,14.381,525.0,37.0,463.0,0.0,169.0,169.0,169.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.915304,0.402764,0.402764,-0.915304,134.123,134.123,134.123,255.0,109.0,109.0,109.0,255.0,162.603,162.603,162.603,0.0,549457.0,549457.0,549457.0,1.30305e+06,165.0,165.0,165.0,255.0,107.526,107.526,107.526,255.0,86.0,86.0,86.0,255.0,124.214,124.214,124.214,0.0
2,0,3,0,Label 1,0.56,0.44,294.0,9.63877,2.61347,34912.0,34912.0,34912.0,74970.0,552.167,9.28231,568.0,19.0,537.0,0.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.862117,-0.506709,-0.506709,-0.862117,118.748,118.748,118.748,255.0,110.0,110.0,110.0,255.0,12.3856,12.3856,12.3856,0.0,338931.0,338931.0,338931.0,832575.0,153.0,153.0,153.0,255.0,103.807,103.807,103.807,255.0,84.0,84.0,84.0,255.0,183.914,183.914,183.914,0.0
3,0,4,0,Label 1,0.67,0.33,265.0,14.1983,1.84418,34549.0,34549.0,34549.0,67575.0,1231.37,2.44528,1260.0,7.0,1210.0,0.0,174.0,174.0,174.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.998855,-0.0478386,-0.0478386,-0.998855,130.374,130.374,130.374,255.0,113.0,113.0,113.0,255.0,186.74,186.74,186.74,0.0,322485.0,322485.0,322485.0,791520.0,138.0,138.0,138.0,255.0,103.893,103.893,103.893,255.0,81.0,81.0,81.0,255.0,37.1404,37.1404,37.1404,0.0
4,0,5,0,Label 1,0.79,0.21,485.0,12.9857,4.11891,61332.0,61332.0,61332.0,123675.0,1736.29,55.1258,1750.0,75.0,1711.0,39.0,158.0,158.0,158.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.717824,0.696224,0.696224,-0.717824,126.458,126.458,126.458,255.0,111.0,111.0,111.0,255.0,100.331,100.331,100.331,0.0,650638.0,650638.0,650638.0,1.60599e+06,131.0,131.0,131.0,255.0,103.309,103.309,103.309,255.0,86.0,86.0,86.0,255.0,51.3007,51.3007,51.3007,0.0
5,0,6,0,Label 2,0.15,0.85,300.0,5.3756,4.48775,36618.0,36618.0,36618.0,76500.0,326.42,58.6,336.0,67.0,315.0,50.0,136.0,136.0,136.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.952024,0.306024,0.306024,-0.952024,122.06,122.06,122.06,255.0,107.0,107.0,107.0,255.0,52.9031,52.9031,52.9031,0.0,474182.0,474182.0,474182.0,1.17657e+06,189.0,189.0,189.0,255.0,102.77,102.77,102.77,255.0,60.0,60.0,60.0,255.0,198.268,198.268,198.268,0.0
6,0,7,0,Label 1,0.61,0.39,225.0,4.36169,4.16946,27691.0,27691.0,27691.0,57375.0,508.476,74.5422,517.0,83.0,501.0,66.0,134.0,134.0,134.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,0.133959,-0.990987,0.990987,0.133959,123.071,123.071,123.071,255.0,105.0,105.0,105.0,255.0,35.5594,35.5594,35.5594,0.0,433775.0,433775.0,433775.0,1.11282e+06,137.0,137.0,137.0,255.0,99.3985,99.3985,99.3985,255.0,85.0,85.0,85.0,255.0,53.2127,53.2127,53.2127,0.0
7,0,8,0,Label 1,0.87,0.13,302.0,7.09454,4.14819,32655.0,32655.0,32655.0,77010.0,1614.86,117.917,1623.0,128.0,1605.0,102.0,113.0,113.0,113.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.248447,-0.968645,0.968645,-0.248447,108.129,108.129,108.129,255.0,104.0,104.0,104.0,255.0,4.43697,4.43697,4.43697,0.0,488339.0,488339.0,488339.0,1.27908e+06,111.0,111.0,111.0,255.0,97.3563,97.3563,97.3563,255.0,88.0,88.0,88.0,255.0,13.0459,13.0459,13.0459,0.0
8,0,9,0,Label 1,0.69,0.31,262.0,5.15425,4.20461,34448.0,34448.0,34448.0,66810.0,1261.23,112.015,1269.0,120.0,1250.0,103.0,146.0,146.0,146.0,255.0,0.57735,0.0,-0.719025,-0.386872,0.57735,0.0,0.0244713,0.81613,0.57735,0.0,0.694553,-0.429258,0.0,1.0,0.0,0.0,0.841892,-0.539646,-0.539646,-0.841892,131.481,131.481,131.481,255.0,111.0,111.0,111.0,255.0,88.8222,88.8222,88.8222,0.0,489221.0,489221.0,489221.0,1.15719e+06,255.0,255.0,255.0,255.0,107.805,107.805,107.805,255.0,89.0,89.0,89.0,255.0,673.844,673.844,673.844,0.0
9,0,10,0,Label 1,0.92,0.08,1425.0,27.0762,5.848,173554.0,173554.0,173554.0,363375.0,1696.7,151.008,1724.0,198.0,1672.0,115.0,134.0,134.0,134.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.407345,-0.913274,0.913274,0.407345,121.792,121.792,121.792,255.0,113.0,113.0,113.0,255.0,14.1098,14.1098,14.1098,0.0,940369.0,940369.0,940369.0,2.37176e+06,127.0,127.0,127.0,255.0,101.104,101.104,101.104,255.0,94.0,94.0,94.0,255.0,24.808,24.808,24.808,0.0
10,0,11,0,Label 1,0.85,0.15,158.0,3.97033,3.16848,19568.0,19568.0,19568.0,40290.0,1689.32,219.81,1695.0,227.0,1683.0,212.0,131.0,131.0,131.0,255.0,0.57735,-0.497052,0.0,-0.64777,0.57735,0.809511,0.0,-0.106574,0.57735,-0.31246,0.0,0.754344,0.0,-0.0,1.0,0.0,-0.0191498,-0.999817,0.999817,-0.0191498,123.848,123.848,123.848,255.0,113.0,113.0,113.0,255.0,22.42,22.42,22.42,0.0,411380.0,411380.0,411380.0,1.04295e+06,129.0,129.0,129.0,255.0,100.582,100.582,100.582,255.0,89.0,89.0,89.0,255.0,27.8096,27.8096,27.8096,0.0
11,0,12,0,Label 1,0.69,0.31,862.0,11.4428,9.04059,99395.0,99395.0,99395.0,219810.0,1144.39,296.633,1166.0,315.0,1126.0,265.0,183.0,183.0,183.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.0959247,-0.995389,0.995389,0.0959247,115.307,115.307,115.307,255.0,105.0,105.0,105.0,255.0,66.3011,66.3011,66.3011,0.0,704829.0,704829.0,704829.0,1.82529e+06,183.0,183.0,183.0,255.0,98.4673,98.4673,98.4673,255.0,78.0,78.0,78.0,255.0,82.1905,82.1905,82.1905,0.0
12,0,13,0,Label 2,0.16,0.84,301.0,10.1529,2.77561,35665.0,35665.0,35665.0,76755.0,469.272,273.997,489.0,282.0,453.0,268.0,130.0,130.0,130.0,255.0,0.57735,0.0,-0.76337,-0.289711,0.57735,0.0,0.632582,-0.516243,0.57735,0.0,0.130788,0.805954,0.0,1.0,0.0,0.0,0.982747,0.184956,0.184956,-0.982747,118.488,118.488,118.488,255.0,103.0,103.0,103.0,255.0,48.3894,48.3894,48.3894,0.0,523430.0,523430.0,523430.0,1.35788e+06,165.0,165.0,165.0,255.0,98.2967,98.2967,98.2967,255.0,69.0,69.0,69.0,255.0,191.764,191.764,191.764,0.0
13,0,14,0,Label 1,0.63,0.37,472.0,12.751,3.66608,60458.0,60458.0,60458.0,120360.0,1248.79,295.189,1262.0,315.0,1234.0,276.0,155.0,155.0,155.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.510575,-0.859833,0.859833,-0.510575,128.089,128.089,128.089,255.0,112.0,112.0,112.0,255.0,107.865,107.865,107.865,0.0,604870.0,604870.0,604870.0,1.51062e+06,149.0,149.0,149.0,255.0,102.105,102.105,102.105,255.0,81.0,81.0,81.0,255.0,94.7908,94.7908,94.7908,0.0
14,0,15,0,Label 2,0.13,0.87,482.0,11.6762,3.51964,63649.0,63649.0,63649.0,122910.0,462.805,308.189,483.0,320.0,442.0,297.0,156.0,156.0,156.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.923935,0.38255,0.38255,-0.923935,132.052,132.052,132.052,255.0,113.0,113.0,113.0,255.0,68.3562,68.3562,68.3562,0.0,597739.0,597739.0,597739.0,1.47058e+06,166.0,166.0,166.0,255.0,103.648,103.648,103.648,255.0,65.0,65.0,65.0,255.0,350.381,350.381,350.381,0.0
15,0,16,0,Label 2,0.15,0.85,723.0,12.1265,5.62799,99960.0,99960.0,99960.0,184365.0,402.44,323.358,416.0,347.0,390.0,299.0,163.0,163.0,163.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.203946,-0.978982,0.978982,0.203946,138.257,138.257,138.257,255.0,113.0,113.0,113.0,255.0,132.628,132.628,132.628,0.0,673005.0,673005.0,673005.0,1.63582e+06,165.0,165.0,165.0,255.0,104.911,104.911,104.911,255.0,32.0,32.0,32.0,255.0,356.169,356.169,356.169,0.0
16,0,17,0,Label 1,0.82,0.18,153.0,4.19529,2.90671,17733.0,17733.0,17733.0,39015.0,1196.92,323.673,1203.0,331.0,1191.0,316.0,123.0,123.0,123.0,255.0,0.57735,-0.781987,0.0,-0.234867,0.57735,0.594395,0.0,-0.559787,0.57735,0.187592,0.0,0.794654,0.0,0.0,1.0,0.0,-0.521781,-0.853079,0.853079,-0.521781,115.902,115.902,115.902,255.0,109.0,109.0,109.0,255.0,12.7812,12.7812,12.7812,0.0,402638.0,402638.0,402638.0,1.04244e+06,137.0,137.0,137.0,255.0,98.4927,98.4927,98.4927,255.0,81.0,81.0,81.0,255.0,50.9178,50.9178,50.9178,0.0
17,0,18,0,Label 1,0.83,0.17,354.0,6.98387,4.16446,41568.0,41568.0,41568.0,90270.0,1154.91,333.958,1164.0,346.0,1147.0,319.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.14308,-0.989711,0.989711,0.14308,117.424,117.424,117.424,255.0,107.0,107.0,107.0,255.0,23.1425,23.1425,23.1425,0.0,496133.0,496133.0,496133.0,1.2495e+06,183.0,183.0,183.0,255.0,101.252,101.252,101.252,255.0,81.0,81.0,81.0,255.0,108.135,108.135,108.135,0.0
18,0,19,Label 2,Label 2,0.21,0.79,351.0,9.24249,3.06794,45635.0,45635.0,45635.0,89505.0,909.245,345.746,921.0,360.0,898.0,330.0,150.0,150.0,150.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.6465,-0.762914,0.762914,-0.6465,130.014,130.014,130.014,255.0,110.0,110.0,110.0,255.0,100.373,100.373,100.373,0.0,486811.0,486811.0,486811.0,1.33059e+06,139.0,139.0,139.0,255.0,93.2946,93.2946,93.2946,255.0,65.0,65.0,65.0,255.0,66.7218,66.7218,66.7218,0.0
19,0,20,0,Label 2,0.37,0.63,270.0,5.48181,3.96511,35263.0,35263.0,35263.0,68850.0,444.304,359.515,452.0,370.0,436.0,349.0,154.0,154.0,154.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.157638,-0.987497,0.987497,-0.157638,130.604,130.604,130.604,255.0,111.0,111.0,111.0,255.0,102.632,102.632,102.632,0.0,499468.0,499468.0,499468.0,1.15872e+06,150.0,150.0,150.0,255.0,109.918,109.918,109.918,255.0,78.0,78.0,78.0,255.0,171.863,171.863,171.863,0.0
20,0,21,0,Label 2,0.2,0.8,715.0,10.8349,6.02996,94140.0,94140.0,94140.0,182325.0,715.835,390.371,738.0,401.0,695.0,376.0,155.0,155.0,155.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.966338,0.257275,0.257275,-0.966338,131.664,131.664,131.664,255.0,110.0,110.0,110.0,255.0,108.469,108.469,108.469,0.0,665405.0,665405.0,665405.0,1.5991e+06,211.0,211.0,211.0,255.0,106.108,106.108,106.108,255.0,62.0,62.0,62.0,255.0,330.529,330.529,330.529,0.0
21,0,22,0,Label 2,0.2,0.8,447.0,7.71581,5.98116,59466.0,59466.0,59466.0,113985.0,451.412,393.555,468.0,405.0,440.0,379.0,150.0,150.0,150.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.997299,0.0734454,0.0734454,-0.997299,133.034,133.034,133.034,255.0,105.0,105.0,105.0,255.0,113.151,113.151,113.151,0.0,589779.0,589779.0,589779.0,1.39918e+06,154.0,154.0,154.0,255.0,107.487,107.487,107.487,255.0,72.0,72.0,72.0,255.0,171.808,171.808,171.808,0.0
22,0,23,0,Label 2,0.19,0.81,392.0,9.30745,4.16564,51987.0,51987.0,51987.0,99960.0,416.031,400.753,429.0,413.0,403.0,384.0,151.0,151.0,151.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.529139,-0.848535,0.848535,0.529139,132.62,132.62,132.62,255.0,115.0,115.0,115.0,255.0,89.8683,89.8683,89.8683,0.0,592516.0,592516.0,592516.0,1.38465e+06,168.0,168.0,168.0,255.0,109.119,109.119,109.119,255.0,65.0,65.0,65.0,255.0,224.034,224.034,224.034,0.0
23,0,24,0,Label 2,0.12,0.88,204.0,4.6212,3.57784,25796.0,25796.0,25796.0,52020.0,387.686,401.343,395.0,408.0,379.0,394.0,152.0,152.0,152.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.916087,-0.40098,-0.40098,-0.916087,126.451,126.451,126.451,255.0,109.0,109.0,109.0,255.0,79.9535,79.9535,79.9535,0.0,458649.0,458649.0,458649.0,1.09599e+06,168.0,168.0,168.0,255.0,106.712,106.712,106.712,255.0,65.0,65.0,65.0,255.0,199.233,199.233,199.233,0.0
24,0,25,0,Label 1,0.8,0.2,1452.0,20.0966,9.75684,172891.0,172891.0,172891.0,370260.0,985.821,429.528,1016.0,458.0,952.0,400.0,130.0,130.0,130.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.861369,-0.50798,-0.50798,-0.861369,119.071,119.071,119.071,255.0,107.0,107.0,107.0,255.0,21.9585,21.9585,21.9585,0.0,854861.0,854861.0,854861.0,2.25446e+06,118.0,118.0,118.0,255.0,96.6928,96.6928,96.6928,255.0,81.0,81.0,81.0,255.0,17.1161,17.1161,17.1161,0.0
25,0,26,Label 2,Label 2,0.03,0.97,1678.0,34.7989,7.79735,197713.0,197713.0,197713.0,427890.0,407.258,465.71,463.0,520.0,364.0,426.0,131.0,131.0,131.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.727823,-0.685766,-0.685766,-0.727823,117.827,117.827,117.827,255.0,103.0,103.0,103.0,255.0,33.1004,33.1004,33.1004,0.0,1.16417e+06,1.16417e+06,1.16417e+06,3.05694e+06,146.0,146.0,146.0,255.0,97.1114,97.1114,97.1114,255.0,40.0,40.0,40.0,255.0,197.674,197.674,197.674,0.0
26,0,27,0,Label 1,0.7,0.3,436.0,8.85308,4.21872,49898.0,49898.0,49898.0,111180.0,578.908,499.628,593.0,512.0,565.0,486.0,119.0,119.0,119.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.828331,0.560238,0.560238,-0.828331,114.445,114.445,114.445,255.0,103.0,103.0,103.0,255.0,10.8616,10.8616,10.8616,0.0,523482.0,523482.0,523482.0,1.35405e+06,138.0,138.0,138.0,255.0,98.5842,98.5842,98.5842,255.0,83.0,83.0,83.0,255.0,22.9058,22.9058,22.9058,0.0
27,0,28,0,Label 1,0.79,0.21,437.0,9.08884,4.02877,51659.0,51659.0,51659.0,111435.0,628.481,515.597,636.0,532.0,621.0,499.0,124.0,124.0,124.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.0525586,-0.998618,0.998618,-0.0525586,118.213,118.213,118.213,255.0,108.0,108.0,108.0,255.0,12.2819,12.2819,12.2819,0.0,532340.0,532340.0,532340.0,1.3492e+06,188.0,188.0,188.0,255.0,100.612,100.612,100.612,255.0,87.0,87.0,87.0,255.0,64.2408,64.2408,64.2408,0.0
28,0,29,Label 1,Label 1,0.89,0.11,1483.0,28.2218,11.5597,169286.0,169286.0,169286.0,378165.0,251.508,546.649,279.0,578.0,217.0,500.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.583214,-0.812319,0.812319,-0.583214,114.151,114.151,114.151,255.0,105.0,105.0,105.0,255.0,13.288,13.288,13.288,0.0,1.06703e+06,1.06703e+06,1.06703e+06,2.73538e+06,123.0,123.0,123.0,255.0,99.4711,99.4711,99.4711,255.0,93.0,93.0,93.0,255.0,16.1759,16.1759,16.1759,0.0
29,0,30,0,Label 1,0.82,0.18,334.0,5.98772,4.48068,39171.0,39171.0,39171.0,85170.0,970.931,515.198,981.0,524.0,959.0,506.0,123.0,123.0,123.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.917103,-0.39865,-0.39865,-0.917103,117.278,117.278,117.278,255.0,110.0,110.0,110.0,255.0,10.3686,10.3686,10.3686,0.0,461996.0,461996.0,461996.0,1.20615e+06,113.0,113.0,113.0,255.0,97.6736,97.6736,97.6736,255.0,91.0,91.0,91.0,255.0,9.00296,9.00296,9.00296,0.0
30,0,31,0,Label 1,0.8,0.2,174.0,4.56084,3.06221,20634.0,20634.0,20634.0,44370.0,663.638,519.029,670.0,526.0,656.0,511.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.664815,-0.747008,0.747008,-0.664815,118.586,118.586,118.586,255.0,107.0,107.0,107.0,255.0,19.4725,19.4725,19.4725,0.0,426568.0,426568.0,426568.0,1.07049e+06,125.0,125.0,125.0,255.0,101.612,101.612,101.612,255.0,89.0,89.0,89.0,255.0,51.9854,51.9854,51.9854,0.0
31,0,32,0,Label 2,0.42,0.58,173.0,4.45871,3.11716,22632.0,22632.0,22632.0,44115.0,196.503,522.994,204.0,529.0,188.0,517.0,158.0,158.0,158.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.972314,-0.233679,-0.233679,-0.972314,130.821,130.821,130.821,255.0,112.0,112.0,112.0,255.0,146.702,146.702,146.702,0.0,425785.0,425785.0,425785.0,1.06539e+06,135.0,135.0,135.0,255.0,101.911,101.911,101.911,255.0,81.0,81.0,81.0,255.0,66.484,66.484,66.484,0.0
32,0,33,0,Label 2,0.15,0.85,253.0,6.14257,3.31152,30937.0,30937.0,30937.0,64515.0,533.364,554.209,545.0,561.0,521.0,548.0,144.0,144.0,144.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.990395,-0.138264,-0.138264,-0.990395,122.281,122.281,122.281,255.0,102.0,102.0,102.0,255.0,144.494,144.494,144.494,0.0,433404.0,433404.0,433404.0,1.16688e+06,133.0,133.0,133.0,255.0,94.7124,94.7124,94.7124,255.0,67.0,67.0,67.0,255.0,68.5445,68.5445,68.5445,0.0
33,0,34,0,Label 2,0.41,0.59,287.0,5.37786,4.25777,36095.0,36095.0,36095.0,73185.0,490.091,600.136,500.0,609.0,480.0,592.0,136.0,136.0,136.0,255.0,0.57735,0.0,-0.771551,-0.267163,0.57735,0.0,0.617145,-0.534601,0.57735,0.0,0.154406,0.801764,0.0,1.0,0.0,0.0,0.894557,0.446954,0.446954,-0.894557,125.767,125.767,125.767,255.0,109.0,109.0,109.0,255.0,47.7121,47.7121,47.7121,0.0,434299.0,434299.0,434299.0,1.16331e+06,118.0,118.0,118.0,255.0,95.1993,95.1993,95.1993,255.0,79.0,79.0,79.0,255.0,25.1547,25.1547,25.1547,0.0
34,0,35,0,Label 1,0.73,0.27,165.0,3.84195,3.44341,18638.0,18638.0,18638.0,42075.0,270.212,609.127,276.0,616.0,263.0,602.0,120.0,120.0,120.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.246724,-0.969086,0.969086,0.246724,112.958,112.958,112.958,255.0,105.0,105.0,105.0,255.0,15.5315,15.5315,15.5315,0.0,401203.0,401203.0,401203.0,1.04856e+06,117.0,117.0,117.0,255.0,97.5688,97.5688,97.5688,255.0,91.0,91.0,91.0,255.0,12.3883,12.3883,12.3883,0.0
35,0,36,0,Label 1,0.55,0.45,234.0,4.55943,4.0834,27595.0,27595.0,27595.0,59670.0,571.692,625.479,580.0,633.0,563.0,618.0,124.0,124.0,124.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.991322,0.13146,0.13146,-0.991322,117.927,117.927,117.927,255.0,108.0,108.0,108.0,255.0,17.4007,17.4007,17.4007,0.0,428187.0,428187.0,428187.0,1.1118e+06,237.0,237.0,237.0,255.0,98.208,98.208,98.208,255.0,83.0,83.0,83.0,255.0,329.633,329.633,329.633,0.0
36,0,37,0,Label 1,0.83,0.17,143.0,3.8892,2.92733,14989.0,14989.0,14989.0,36465.0,1989.74,655.881,1995.0,663.0,1984.0,648.0,108.0,108.0,108.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.00490771,-0.999988,0.999988,0.00490771,104.818,104.818,104.818,255.0,101.0,101.0,101.0,255.0,2.45645,2.45645,2.45645,0.0,386153.0,386153.0,386153.0,1.02969e+06,113.0,113.0,113.0,255.0,95.6298,95.6298,95.6298,255.0,87.0,87.0,87.0,255.0,17.4555,17.4555,17.4555,0.0
37,0,38,0,Label 1,0.6,0.4,749.0,8.68445,7.22551,88787.0,88787.0,88787.0,190995.0,517.513,671.684,539.0,687.0,502.0,658.0,126.0,126.0,126.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.953833,0.300339,0.300339,-0.953833,118.541,118.541,118.541,255.0,108.0,108.0,108.0,255.0,12.5527,12.5527,12.5527,0.0,611003.0,611003.0,611003.0,1.52618e+06,237.0,237.0,237.0,255.0,102.089,102.089,102.089,255.0,84.0,84.0,84.0,255.0,384.297,384.297,384.297,0.0
38,0,39,0,Label 1,0.73,0.27,106.0,3.69407,2.38589,13536.0,13536.0,13536.0,27030.0,2043.49,667.123,2047.0,673.0,2039.0,660.0,147.0,147.0,147.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.204005,-0.97897,0.97897,-0.204005,127.698,127.698,127.698,255.0,105.0,105.0,105.0,255.0,121.965,121.965,121.965,0.0,212668.0,212668.0,212668.0,551820.0,128.0,128.0,128.0,255.0,98.2754,98.2754,98.2754,255.0,87.0,87.0,87.0,255.0,35.0637,35.0637,35.0637,0.0
