object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Radii of the object_0,Radii of the object_1,Total Intensity_0,Total Intensity_1,Total Intensity_2,Total Intensity_3,Center of the object_0,Center of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Maximum intensity_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,PrincipalAxes_9,PrincipalAxes_10,PrincipalAxes_11,PrincipalAxes_12,PrincipalAxes_13,PrincipalAxes_14,PrincipalAxes_15,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Mean Intensity_3,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Minimum intensity_3,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Variance of Intensity_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Total Intensity in neighborhood_3,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Maximum intensity in neighborhood_3,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Mean Intensity in neighborhood_3,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Minimum intensity in neighborhood_3,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Variance of Intensity in neighborhood_3
4612,43,15,0,Label 1,0.67,0.33,544.0,8.06137,6.39151,73348.0,73348.0,73348.0,138720.0,741.704,374.496,755.0,389.0,725.0,361.0,151.0,151.0,151.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.680746,-0.732519,0.732519,0.680746,134.831,134.831,134.831,255.0,112.0,112.0,112.0,255.0,69.5743,69.5743,69.5743,0.0,565571.0,565571.0,565571.0,1.44432e+06,255.0,255.0,255.0,255.0,99.8536,99.8536,99.8536,255.0,83.0,83.0,83.0,255.0,267.906,267.906,267.906,0.0
4613,43,16,0,Label 2,0.45,0.55,421.0,9.85938,4.47903,46985.0,46985.0,46985.0,107355.0,466.572,377.506,488.0,391.0,453.0,369.0,118.0,118.0,118.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.943649,-0.330948,-0.330948,-0.943649,111.603,111.603,111.603,255.0,103.0,103.0,103.0,255.0,10.1823,10.1823,10.1823,0.0,579803.0,579803.0,579803.0,1.45911e+06,149.0,149.0,149.0,255.0,101.329,101.329,101.329,255.0,75.0,75.0,75.0,255.0,147.832,147.832,147.832,0.0
4614,43,17,0,Label 1,0.68,0.32,263.0,8.38815,2.85002,32938.0,32938.0,32938.0,67065.0,992.46,384.814,1005.0,392.0,976.0,378.0,145.0,145.0,145.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.965258,0.2613,0.2613,-0.965258,125.24,125.24,125.24,255.0,109.0,109.0,109.0,255.0,72.5548,72.5548,72.5548,0.0,496654.0,496654.0,496654.0,1.26684e+06,123.0,123.0,123.0,255.0,99.9706,99.9706,99.9706,255.0,79.0,79.0,79.0,255.0,52.9633,52.9633,52.9633,0.0
4615,43,18,0,Label 2,0.12,0.88,1345.0,30.2817,5.47595,156567.0,156567.0,156567.0,342975.0,406.802,427.094,451.0,467.0,372.0,393.0,134.0,134.0,134.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.757172,-0.653215,-0.653215,-0.757172,116.407,116.407,116.407,255.0,105.0,105.0,105.0,255.0,26.335,26.335,26.335,0.0,976533.0,976533.0,976533.0,2.5449e+06,130.0,130.0,130.0,255.0,97.849,97.849,97.849,255.0,63.0,63.0,63.0,255.0,195.019,195.019,195.019,0.0
4616,43,19,0,Label 1,0.78,0.22,568.0,15.4559,3.95704,67091.0,67091.0,67091.0,144840.0,274.225,461.482,281.0,493.0,263.0,440.0,127.0,127.0,127.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.064366,-0.997926,0.997926,0.064366,118.118,118.118,118.118,255.0,108.0,108.0,108.0,255.0,18.3611,18.3611,18.3611,0.0,651973.0,651973.0,651973.0,1.66898e+06,129.0,129.0,129.0,255.0,99.6139,99.6139,99.6139,255.0,79.0,79.0,79.0,255.0,53.83,53.83,53.83,0.0
4617,43,20,0,Label 1,0.54,0.46,327.0,6.82902,3.8361,42159.0,42159.0,42159.0,83385.0,554.217,467.144,566.0,476.0,543.0,457.0,144.0,144.0,144.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.799244,0.601007,0.601007,-0.799244,128.927,128.927,128.927,255.0,111.0,111.0,111.0,255.0,71.3463,71.3463,71.3463,0.0,470247.0,470247.0,470247.0,1.21941e+06,123.0,123.0,123.0,255.0,98.3369,98.3369,98.3369,255.0,86.0,86.0,86.0,255.0,18.2129,18.2129,18.2129,0.0
4618,43,21,0,Label 1,0.79,0.21,1126.0,17.574,7.13788,144790.0,144790.0,144790.0,287130.0,953.112,499.221,978.0,519.0,925.0,473.0,141.0,141.0,141.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.811007,-0.585036,-0.585036,-0.811007,128.588,128.588,128.588,255.0,112.0,112.0,112.0,255.0,32.2618,32.2618,32.2618,0.0,747372.0,747372.0,747372.0,1.93366e+06,124.0,124.0,124.0,255.0,98.5589,98.5589,98.5589,255.0,84.0,84.0,84.0,255.0,27.5178,27.5178,27.5178,0.0
4619,43,22,0,Label 1,0.7,0.3,488.0,7.48908,5.61139,60598.0,60598.0,60598.0,124440.0,605.656,492.357,615.0,507.0,592.0,477.0,137.0,137.0,137.0,255.0,0.57735,0.408248,0.707107,0.0,0.57735,0.408248,-0.707107,0.0,0.57735,-0.816497,0.0,0.0,0.0,-0.0,0.0,1.0,-0.137861,-0.990452,0.990452,-0.137861,124.176,124.176,124.176,255.0,111.0,111.0,111.0,255.0,40.764,40.764,40.764,0.0,526300.0,526300.0,526300.0,1.35252e+06,128.0,128.0,128.0,255.0,99.227,99.227,99.227,255.0,85.0,85.0,85.0,255.0,50.6121,50.6121,50.6121,0.0
4620,43,23,0,Label 1,0.69,0.31,172.0,4.09425,3.35199,21558.0,21558.0,21558.0,43860.0,659.605,488.308,666.0,495.0,653.0,481.0,137.0,137.0,137.0,255.0,0.57735,-0.781987,0.0,-0.234867,0.57735,0.594395,0.0,-0.559787,0.57735,0.187592,0.0,0.794654,0.0,0.0,1.0,0.0,-0.525529,-0.850776,0.850776,-0.525529,125.337,125.337,125.337,255.0,112.0,112.0,112.0,255.0,46.4095,46.4095,46.4095,0.0,405952.0,405952.0,405952.0,1.05519e+06,121.0,121.0,121.0,255.0,98.1034,98.1034,98.1034,255.0,91.0,91.0,91.0,255.0,29.6737,29.6737,29.6737,0.0
4621,43,24,0,Label 1,0.56,0.44,227.0,5.33757,3.38641,29681.0,29681.0,29681.0,57885.0,187.93,497.106,195.0,507.0,181.0,488.0,152.0,152.0,152.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.409417,-0.912347,0.912347,-0.409417,130.753,130.753,130.753,255.0,112.0,112.0,112.0,255.0,127.243,127.243,127.243,0.0,453261.0,453261.0,453261.0,1.12047e+06,133.0,133.0,133.0,255.0,103.155,103.155,103.155,255.0,87.0,87.0,87.0,255.0,95.2426,95.2426,95.2426,0.0
4622,43,25,0,Label 1,0.73,0.27,819.0,11.9807,6.21791,93840.0,93840.0,93840.0,208845.0,243.169,508.718,265.0,522.0,225.0,495.0,126.0,126.0,126.0,255.0,0.57735,-0.617145,0.0,-0.534601,0.57735,0.771551,0.0,-0.267163,0.57735,-0.154406,0.0,0.801764,0.0,-0.0,1.0,0.0,0.995032,0.0995604,0.0995604,-0.995032,114.579,114.579,114.579,255.0,105.0,105.0,105.0,255.0,16.9471,16.9471,16.9471,0.0,609086.0,609086.0,609086.0,1.62078e+06,124.0,124.0,124.0,255.0,95.8285,95.8285,95.8285,255.0,79.0,79.0,79.0,255.0,34.368,34.368,34.368,0.0
4623,43,26,0,Label 2,0.49,0.51,244.0,5.13815,3.81575,30631.0,30631.0,30631.0,62220.0,530.447,552.82,540.0,561.0,522.0,544.0,136.0,136.0,136.0,255.0,0.57735,0.408248,0.707107,0.0,0.57735,0.408248,-0.707107,0.0,0.57735,-0.816497,0.0,0.0,0.0,-0.0,0.0,1.0,0.749204,0.66234,0.66234,-0.749204,125.537,125.537,125.537,255.0,110.0,110.0,110.0,255.0,33.4863,33.4863,33.4863,0.0,425354.0,425354.0,425354.0,1.13322e+06,121.0,121.0,121.0,255.0,95.7142,95.7142,95.7142,255.0,85.0,85.0,85.0,255.0,24.0754,24.0754,24.0754,0.0
4624,43,27,0,Label 1,0.5,0.5,162.0,4.02172,3.27134,20690.0,20690.0,20690.0,41310.0,6.2037,582.093,14.0,588.0,0.0,576.0,141.0,141.0,141.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.915226,0.402942,0.402942,-0.915226,127.716,127.716,127.716,255.0,105.0,105.0,105.0,255.0,63.6354,63.6354,63.6354,0.0,237845.0,237845.0,237845.0,624240.0,121.0,121.0,121.0,255.0,97.1589,97.1589,97.1589,255.0,85.0,85.0,85.0,255.0,16.6418,16.6418,16.6418,0.0
4625,43,28,0,Label 1,0.69,0.31,215.0,4.86303,3.5218,26941.0,26941.0,26941.0,54825.0,946.205,584.06,954.0,592.0,938.0,576.0,135.0,135.0,135.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.751727,-0.659474,-0.659474,-0.751727,125.307,125.307,125.307,255.0,113.0,113.0,113.0,255.0,28.9104,28.9104,28.9104,0.0,427678.0,427678.0,427678.0,1.10211e+06,124.0,124.0,124.0,255.0,98.9537,98.9537,98.9537,255.0,89.0,89.0,89.0,255.0,17.077,17.077,17.077,0.0
4626,43,29,0,Label 2,0.17,0.83,438.0,11.1139,3.40015,52645.0,52645.0,52645.0,111690.0,428.826,618.696,435.0,641.0,421.0,596.0,138.0,138.0,138.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.0841297,-0.996455,0.996455,0.0841297,120.194,120.194,120.194,255.0,103.0,103.0,103.0,255.0,85.8048,85.8048,85.8048,0.0,539167.0,539167.0,539167.0,1.46778e+06,128.0,128.0,128.0,255.0,93.6704,93.6704,93.6704,255.0,46.0,46.0,46.0,255.0,303.058,303.058,303.058,0.0
4627,43,30,0,Label 1,0.62,0.38,789.0,9.33511,6.77121,97528.0,97528.0,97528.0,201195.0,533.625,634.965,549.0,650.0,519.0,618.0,133.0,133.0,133.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.664155,-0.747595,0.747595,0.664155,123.61,123.61,123.61,255.0,109.0,109.0,109.0,255.0,19.7766,19.7766,19.7766,0.0,597316.0,597316.0,597316.0,1.47849e+06,255.0,255.0,255.0,255.0,103.021,103.021,103.021,255.0,89.0,89.0,89.0,255.0,561.288,561.288,561.288,0.0
4628,43,31,0,Label 1,0.71,0.29,986.0,14.9172,5.82195,114209.0,114209.0,114209.0,251430.0,255.481,723.277,268.0,749.0,243.0,697.0,123.0,123.0,123.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,0.0535628,-0.998564,0.998564,0.0535628,115.831,115.831,115.831,255.0,105.0,105.0,105.0,255.0,9.77963,9.77963,9.77963,0.0,623713.0,623713.0,623713.0,1.747e+06,117.0,117.0,117.0,255.0,91.0397,91.0397,91.0397,255.0,81.0,81.0,81.0,255.0,28.9904,28.9904,28.9904,0.0
4629,43,32,0,Label 1,0.71,0.29,256.0,4.94242,4.22568,29491.0,29491.0,29491.0,65280.0,96.7812,732.09,106.0,742.0,88.0,724.0,119.0,119.0,119.0,255.0,0.57735,-0.64777,0.0,-0.497052,0.57735,-0.106574,0.0,0.809511,0.57735,0.754344,0.0,-0.31246,0.0,0.0,1.0,0.0,0.74852,-0.663112,-0.663112,-0.74852,115.199,115.199,115.199,255.0,108.0,108.0,108.0,255.0,8.24547,8.24547,8.24547,0.0,449950.0,449950.0,449950.0,1.14495e+06,117.0,117.0,117.0,255.0,100.212,100.212,100.212,255.0,84.0,84.0,84.0,255.0,17.6661,17.6661,17.6661,0.0
4630,43,33,0,Label 1,0.9,0.1,427.0,6.29655,5.4558,50015.0,50015.0,50015.0,108885.0,1423.44,770.302,1436.0,782.0,1412.0,759.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.850937,0.525267,0.525267,-0.850937,117.131,117.131,117.131,255.0,107.0,107.0,107.0,255.0,19.0554,19.0554,19.0554,0.0,470872.0,470872.0,470872.0,1.26735e+06,129.0,129.0,129.0,255.0,94.7429,94.7429,94.7429,255.0,85.0,85.0,85.0,255.0,67.294,67.294,67.294,0.0
4631,43,34,0,Label 1,0.84,0.16,357.0,5.87982,4.83135,43192.0,43192.0,43192.0,91035.0,1427.71,807.796,1438.0,818.0,1417.0,798.0,129.0,129.0,129.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.752495,0.658598,0.658598,-0.752495,120.986,120.986,120.986,255.0,104.0,104.0,104.0,255.0,30.6076,30.6076,30.6076,0.0,453061.0,453061.0,453061.0,1.2138e+06,124.0,124.0,124.0,255.0,95.1809,95.1809,95.1809,255.0,85.0,85.0,85.0,255.0,48.4906,48.4906,48.4906,0.0
4632,43,35,0,Label 1,0.96,0.04,496.0,7.7812,5.15291,58770.0,58770.0,58770.0,126480.0,1475.79,816.837,1487.0,833.0,1466.0,803.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.221809,-0.97509,0.97509,-0.221809,118.488,118.488,118.488,255.0,107.0,107.0,107.0,255.0,15.4232,15.4232,15.4232,0.0,498529.0,498529.0,498529.0,1.32957e+06,129.0,129.0,129.0,255.0,95.6135,95.6135,95.6135,255.0,89.0,89.0,89.0,255.0,41.7672,41.7672,41.7672,0.0
4633,43,36,0,Label 1,0.75,0.25,320.0,5.60675,4.61172,35665.0,35665.0,35665.0,81600.0,130.469,816.881,141.0,826.0,120.0,806.0,117.0,117.0,117.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,0.751994,0.65917,0.65917,-0.751994,111.453,111.453,111.453,255.0,105.0,105.0,105.0,255.0,9.17905,9.17905,9.17905,0.0,458989.0,458989.0,458989.0,1.19799e+06,113.0,113.0,113.0,255.0,97.6988,97.6988,97.6988,255.0,87.0,87.0,87.0,255.0,22.5404,22.5404,22.5404,0.0
4634,43,37,0,Label 1,0.79,0.21,297.0,8.68467,2.8178,32955.0,32955.0,32955.0,75735.0,859.596,821.189,867.0,838.0,853.0,807.0,120.0,120.0,120.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,-0.229032,-0.973419,0.973419,-0.229032,110.96,110.96,110.96,255.0,101.0,101.0,101.0,255.0,26.1532,26.1532,26.1532,0.0,464792.0,464792.0,464792.0,1.27602e+06,113.0,113.0,113.0,255.0,92.8841,92.8841,92.8841,255.0,89.0,89.0,89.0,255.0,11.0865,11.0865,11.0865,0.0
4635,43,38,0,Label 1,0.82,0.18,370.0,6.21397,4.7726,45038.0,45038.0,45038.0,94350.0,1245.93,936.857,1257.0,948.0,1235.0,926.0,130.0,130.0,130.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.669153,-0.743124,0.743124,-0.669153,121.724,121.724,121.724,255.0,107.0,107.0,107.0,255.0,29.151,29.151,29.151,0.0,463526.0,463526.0,463526.0,1.23216e+06,120.0,120.0,120.0,255.0,95.9284,95.9284,95.9284,255.0,86.0,86.0,86.0,255.0,16.8806,16.8806,16.8806,0.0
4636,43,39,0,Label 2,0.26,0.74,208.0,5.81468,2.88657,27032.0,27032.0,27032.0,53040.0,13.5769,977.269,20.0,988.0,8.0,966.0,137.0,137.0,137.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.32497,-0.945724,0.945724,0.32497,129.962,129.962,129.962,255.0,118.0,118.0,118.0,255.0,20.6139,20.6139,20.6139,0.0,418150.0,418150.0,418150.0,817785.0,239.0,239.0,239.0,255.0,130.387,130.387,130.387,255.0,28.0,28.0,28.0,255.0,1154.86,1154.86,1154.86,0.0
4637,43,40,0,Label 1,0.74,0.26,663.0,11.7506,6.54305,83076.0,83076.0,83076.0,169065.0,1298.87,989.754,1318.0,1006.0,1280.0,975.0,135.0,135.0,135.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.938424,-0.345486,-0.345486,-0.938424,125.303,125.303,125.303,255.0,105.0,105.0,105.0,255.0,36.2716,36.2716,36.2716,0.0,617412.0,617412.0,617412.0,1.61492e+06,186.0,186.0,186.0,255.0,97.4912,97.4912,97.4912,255.0,83.0,83.0,83.0,255.0,70.177,70.177,70.177,0.0
4638,43,41,0,Label 2,0.27,0.73,240.0,5.11979,3.7613,29942.0,29942.0,29942.0,61200.0,1813.92,1079.16,1823.0,1087.0,1805.0,1071.0,142.0,142.0,142.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.795192,0.606357,0.606357,-0.795192,124.758,124.758,124.758,255.0,104.0,104.0,104.0,255.0,104.35,104.35,104.35,0.0,414224.0,414224.0,414224.0,1.12863e+06,250.0,250.0,250.0,255.0,93.5888,93.5888,93.5888,255.0,6.0,6.0,6.0,255.0,936.605,936.605,936.605,0.0
4639,43,42,0,Label 1,0.51,0.49,225.0,5.00429,3.58594,26555.0,26555.0,26555.0,57375.0,1859.3,1090.02,1866.0,1099.0,1853.0,1081.0,124.0,124.0,124.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.154898,-0.98793,0.98793,0.154898,118.022,118.022,118.022,255.0,110.0,110.0,110.0,255.0,10.2973,10.2973,10.2973,0.0,415297.0,415297.0,415297.0,1.11333e+06,143.0,143.0,143.0,255.0,95.1207,95.1207,95.1207,255.0,69.0,69.0,69.0,255.0,135.438,135.438,135.438,0.0
4640,43,43,0,Label 2,0.31,0.69,191.0,5.26342,2.91146,25062.0,25062.0,25062.0,48705.0,1834.54,1161.02,1841.0,1171.0,1828.0,1152.0,147.0,147.0,147.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.344734,-0.9387,0.9387,0.344734,131.215,131.215,131.215,255.0,113.0,113.0,113.0,255.0,96.001,96.001,96.001,0.0,390661.0,390661.0,390661.0,1.09905e+06,254.0,254.0,254.0,255.0,90.6406,90.6406,90.6406,255.0,36.0,36.0,36.0,255.0,1118.28,1118.28,1118.28,0.0
4641,43,44,0,Label 1,0.66,0.34,769.0,14.4602,4.53944,95497.0,95497.0,95497.0,196095.0,837.956,1167.68,863.0,1178.0,810.0,1159.0,157.0,157.0,157.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.991208,0.132313,0.132313,-0.991208,124.183,124.183,124.183,255.0,112.0,112.0,112.0,255.0,57.9079,57.9079,57.9079,0.0,673515.0,673515.0,673515.0,1.6552e+06,183.0,183.0,183.0,255.0,103.761,103.761,103.761,255.0,87.0,87.0,87.0,255.0,142.278,142.278,142.278,0.0
4642,43,45,0,Label 2,0.26,0.74,1962.0,37.3135,9.24179,223051.0,223051.0,223051.0,500310.0,38.5285,1237.54,58.0,1297.0,5.0,1171.0,131.0,131.0,131.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.277923,-0.960603,0.960603,-0.277923,113.686,113.686,113.686,255.0,99.0,99.0,99.0,255.0,39.5917,39.5917,39.5917,0.0,890875.0,890875.0,890875.0,2.63976e+06,128.0,128.0,128.0,255.0,86.0583,86.0583,86.0583,255.0,36.0,36.0,36.0,255.0,144.017,144.017,144.017,0.0
4643,43,46,0,Label 1,0.68,0.32,492.0,11.759,4.049,64640.0,64640.0,64640.0,125460.0,2041.56,1221.25,2047.0,1242.0,2030.0,1196.0,163.0,163.0,163.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,-0.0634142,-0.997987,0.997987,-0.0634142,131.382,131.382,131.382,255.0,113.0,113.0,113.0,255.0,136.447,136.447,136.447,0.0,351738.0,351738.0,351738.0,845325.0,134.0,134.0,134.0,255.0,106.105,106.105,106.105,255.0,78.0,78.0,78.0,255.0,84.424,84.424,84.424,0.0
4644,43,47,0,Label 1,0.66,0.34,1199.0,16.9115,8.87617,147118.0,147118.0,147118.0,305745.0,1988.49,1230.58,2008.0,1261.0,1971.0,1203.0,135.0,135.0,135.0,255.0,0.57735,-0.594395,0.0,-0.559787,0.57735,0.781987,0.0,-0.234867,0.57735,-0.187592,0.0,0.794654,0.0,-0.0,1.0,0.0,-0.0251078,-0.999685,0.999685,-0.0251078,122.701,122.701,122.701,255.0,109.0,109.0,109.0,255.0,25.1839,25.1839,25.1839,0.0,818308.0,818308.0,818308.0,1.98926e+06,128.0,128.0,128.0,255.0,104.898,104.898,104.898,255.0,70.0,70.0,70.0,255.0,60.3886,60.3886,60.3886,0.0
4645,43,48,0,Label 1,0.54,0.46,330.0,9.61562,2.91335,37292.0,37292.0,37292.0,84150.0,1947.38,1221.03,1953.0,1242.0,1941.0,1205.0,117.0,117.0,117.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.0429915,-0.999075,0.999075,-0.0429915,113.006,113.006,113.006,255.0,108.0,108.0,108.0,255.0,4.69693,4.69693,4.69693,0.0,537863.0,537863.0,537863.0,1.34232e+06,139.0,139.0,139.0,255.0,102.178,102.178,102.178,255.0,65.0,65.0,65.0,255.0,134.517,134.517,134.517,0.0
4646,43,49,0,Label 2,0.33,0.67,255.0,4.95483,4.11916,31788.0,31788.0,31788.0,65025.0,1146.51,1269.1,1155.0,1277.0,1138.0,1260.0,139.0,139.0,139.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,-0.696115,-0.71793,0.71793,-0.696115,124.659,124.659,124.659,255.0,109.0,109.0,109.0,255.0,67.3542,67.3542,67.3542,0.0,497525.0,497525.0,497525.0,1.13424e+06,188.0,188.0,188.0,255.0,111.854,111.854,111.854,255.0,25.0,25.0,25.0,255.0,581.738,581.738,581.738,0.0
4647,43,50,0,Label 1,0.75,0.25,1136.0,11.7045,8.16776,135495.0,135495.0,135495.0,289680.0,1781.29,1306.46,1802.0,1325.0,1763.0,1282.0,125.0,125.0,125.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.649059,-0.760738,0.760738,0.649059,119.274,119.274,119.274,255.0,109.0,109.0,109.0,255.0,7.77452,7.77452,7.77452,0.0,637549.0,637549.0,637549.0,1.68734e+06,121.0,121.0,121.0,255.0,96.3502,96.3502,96.3502,255.0,70.0,70.0,70.0,255.0,21.1748,21.1748,21.1748,0.0
4648,43,51,0,Label 2,0.34,0.66,1177.0,19.2169,6.09626,166328.0,166328.0,166328.0,300135.0,1591.83,1297.91,1624.0,1313.0,1557.0,1285.0,162.0,162.0,162.0,255.0,0.57735,0.707107,0.408248,0.0,0.57735,-0.707107,0.408248,0.0,0.57735,0.0,-0.816497,0.0,0.0,0.0,-0.0,1.0,0.999653,-0.0263518,-0.0263518,-0.999653,141.315,141.315,141.315,255.0,115.0,115.0,115.0,255.0,68.4181,68.4181,68.4181,0.0,911526.0,911526.0,911526.0,2.01399e+06,184.0,184.0,184.0,255.0,115.412,115.412,115.412,255.0,48.0,48.0,48.0,255.0,1298.83,1298.83,1298.83,0.0
4649,43,52,0,Label 1,0.54,0.46,667.0,13.8235,4.48049,83400.0,83400.0,83400.0,170085.0,1138.85,1342.54,1150.0,1372.0,1127.0,1320.0,154.0,154.0,154.0,255.0,0.57735,0.707107,0.0,0.408248,0.57735,-0.707107,0.0,0.408248,0.57735,0.0,0.0,-0.816497,0.0,0.0,1.0,-0.0,0.256119,-0.966645,0.966645,0.256119,125.037,125.037,125.037,255.0,107.0,107.0,107.0,255.0,144.516,144.516,144.516,0.0,704037.0,704037.0,704037.0,1.67408e+06,188.0,188.0,188.0,255.0,107.241,107.241,107.241,255.0,76.0,76.0,76.0,255.0,325.093,325.093,325.093,0.0
